1 55845.78
2 148356.06
4 241367.52
8 266084.38
16 311859.13
32 202805.01
64 46063.92
128 45993.65
256 36810.78
512 25721.43
1024 25770.84
2048 25663.87
4096 25791.27
8192 25745.16
16384 25758.84
32768 20525.16
65536 10334.14
131072 10356.36
262144 10349.28
524288 10329.45
1048576 10296.98
